,data,replication,fold,trainRuntime,trainAUC,testAUC,trainAccuracy,TestAccuracy
0,CorelBeach,2,5,489.9573806170374,0.9673554256010397,0.9763157894736842,0.95,0.95
0,CorelBeach,2,6,493.3824027919909,0.9701039636127355,0.9584210526315791,0.95,0.95
0,CorelBeach,2,7,489.16852393199224,0.9681156595191682,0.9821052631578948,0.95,0.95
0,CorelBeach,2,8,493.4421089839889,0.9682975958414555,0.9610526315789474,0.95,0.95
0,CorelBeach,2,9,490.7148372210213,0.9678947368421053,0.9757894736842105,0.95,0.95
0,CorelBeach,2,10,490.75367372098844,0.9732033788174139,0.9163157894736842,0.95,0.95
0,CorelBeach,3,1,490.6177391259698,0.9706497725795971,0.9557894736842105,0.95,0.95
0,CorelBeach,3,2,491.10570533399004,0.9692527615334633,0.9673684210526315,0.95,0.95
0,CorelBeach,3,3,489.7256715580006,0.9692787524366471,0.968421052631579,0.95,0.95
0,CorelBeach,3,4,492.10266444500303,0.9681611435997401,0.97,0.95,0.95
0,CorelBeach,3,5,493.2088044709526,0.967966211825861,0.9705263157894737,0.95,0.95
0,CorelBeach,3,6,491.76058214105433,0.9692007797270956,0.9678947368421053,0.95,0.95
0,CorelBeach,3,7,493.8641215580283,0.974301494476933,0.9210526315789475,0.95,0.95
0,CorelBeach,3,8,491.6875446460326,0.9699155295646524,0.9573684210526316,0.95,0.95
0,CorelBeach,3,9,493.0662371900398,0.9667316439246264,0.9836842105263158,0.95,0.95
0,CorelBeach,3,10,491.8383207920124,0.9651332033788175,0.9963157894736842,0.95,0.95
0,CorelBeach,4,1,492.2904033900122,0.9671215074723847,0.978421052631579,0.95,0.95
0,CorelBeach,4,2,493.2854393509915,0.9725666016894088,0.9494736842105262,0.95,0.95
0,CorelBeach,4,3,493.9031354539911,0.9698570500324888,0.9515789473684211,0.95,0.95
0,CorelBeach,4,4,490.62309120298596,0.9687784275503574,0.9552631578947368,0.95,0.95
0,CorelBeach,4,5,493.60941572202137,0.9652956465237167,1.0,0.95,0.95
0,CorelBeach,4,6,492.61560785002075,0.9678817413905133,0.9710526315789473,0.95,0.95
0,CorelBeach,4,7,492.41127489699284,0.9737394411955815,0.903157894736842,0.95,0.95
0,CorelBeach,4,8,493.197192660009,0.9663287849252762,0.9905263157894737,0.95,0.95
0,CorelBeach,4,9,492.4331656669965,0.9690773229369721,0.9678947368421053,0.95,0.95
0,CorelBeach,4,10,490.4923162020277,0.9681351526965563,0.9705263157894737,0.95,0.95
0,CorelBeach,5,1,491.50566231197445,0.9662118258609487,0.9852631578947368,0.95,0.95
0,CorelBeach,5,2,491.64938029798213,0.968167641325536,0.9768421052631578,0.95,0.95
0,CorelBeach,5,3,493.6504485899932,0.9678622482131254,0.9831578947368421,0.95,0.95
0,CorelBeach,5,4,491.5566050990019,0.968862897985705,0.97,0.95,0.95
0,CorelBeach,5,5,490.12928430800093,0.9723001949317739,0.9326315789473684,0.95,0.95
0,CorelBeach,5,6,493.12955473404145,0.9671994801819362,0.968421052631579,0.95,0.95
0,CorelBeach,5,7,493.674315870041,0.9690838206627681,0.9626315789473684,0.95,0.95
0,CorelBeach,5,8,491.9177225040039,0.9675828460038985,0.9789473684210527,0.95,0.95
0,CorelBeach,5,9,492.7832752490067,0.9714359974009097,0.9457894736842105,0.95,0.95
0,CorelBeach,5,10,490.1114116460085,0.9696036387264458,0.9610526315789474,0.95,0.95
0,CorelBeach,Average,Average,492.0489271681639,0.9689076673164392,0.9655263157894735,0.9500000000000006,0.9500000000000006
0,Mutagenesis1,1,1,58.77431489195442,0.8274592731829573,0.7307692307692307,0.6627218934911243,0.6842105263157895
